Item Identifier,Item Weight,Item Fat Content,Item Visibility,Item Type,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating,Order Date
FDP48,6.336,LF,0.028776,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,1482.4904,4.0,2022-01-22
FDA40,7.817,LF,0.035856,Starchy Foods,OUT017,2007,,Tier 2,Supermarket Type1,4277.7891,4.3,2022-04-14
FDF34,5.09,Regular,0.050573,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,7659.7993,3.6,2022-04-12
FDV28,,LF,0.067237,Breads,OUT017,2007,,Tier 2,Supermarket Type1,2280.9133,3.199,2022-01-09
FDD22,,Low Fat ,0.046252,Breads,OUT018,2009,Medium,Tier 3,Supermarket Type2,6258.2953,4.1,2022-02-02
FDC17,,LF,0.078312,Starchy Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3610.7076,3.7,2022-12-17
NCB45,19.925,Low Fat ,0.102717,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.969,4.106,2023-08-27
FDP24,5.638,Low Fat ,0.064992,Starchy Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,5894.0717,3.6,2023-03-30
FDP21,,LF,0.025373,Canned,OUT017,2007,,Tier 2,Supermarket Type1,904.7662,3.8,2022-08-11
FDD25,,LF,0.020757,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,3166.6885,4.0,2023-11-13
FDP34,12.561,Low Fat ,0.063094,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,969.4248,4.3,2022-01-30
FDR21,4.843,LF,0.050663,Meat,OUT035,2004,Small,Tier 2,Supermarket Type1,4750.2781,4.5,2023-05-25
FDM29,,low fat,0.056399,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,2172.4717,3.8,2022-12-23
FDV56,7.399,reg,0.074399,Breads,OUT035,2004,Small,Tier 2,Supermarket Type1,3569.0168,3.3,2022-09-06
FDF55,,Regular,0.103023,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,1001.8381,4.1,2022-08-07
DRF33,,low fat,0.02093,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,4640.8959,4.1,2022-08-27
FDM56,15.795,Regular,0.044395,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,12389.5116,4.1,2022-11-15
DRC26,13.648,Regular,0.054012,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,5387.6992,4.0,2023-06-05
NCU10,18.955,low fat,0.052735,Household,OUT017,2007,,Tier 2,Supermarket Type1,2192.5669,3.821,2023-02-23
FDH15,12.884,Regular,0.062264,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,3627.5462,4.0,2022-02-25
FDA59,10.043,Low Fat,0.108646,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,6435.8467,4.593,2023-05-15
FDV43,16.461,Low Fat ,0.0,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2955.5038,4.0,2023-10-06
FDQ44,7.873,Low Fat ,0.042079,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,3313.4536,4.0,2023-10-01
NCV48,20.108,Low Fat,0.039234,Health and Hygiene,OUT049,1999,Medium,Tier 1,Supermarket Type1,5622.2426,4.2,2023-12-17
FDR10,20.918,Low Fat,0.068192,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,2445.1401,3.6,2022-10-08
NCR39,11.124,Low Fat,0.046787,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,3204.0924,4.6,2022-07-19
DRJ59,16.267,Regular,0.041993,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,2937.0134,4.0,2022-05-05
NCP45,17.098,Low Fat ,0.033493,Household,OUT018,2009,Medium,Tier 3,Supermarket Type2,2027.0503,4.3,2023-02-06
FDK57,8.216,Regular,0.026963,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,3130.2153,3.8,2023-06-02
FDP30,,reg,0.129939,Canned,OUT045,2002,,Tier 2,Supermarket Type1,4273.5291,3.7,2022-05-27
FDE31,,LF,0.05195,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,3679.7419,4.1,2023-01-16
FDC42,17.19, Regular,0.087393,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,4112.2845,4.2,2023-01-30
FDC49,13.853,reg,0.028952,Meat,OUT010,1998,,Tier 3,Grocery Store,7007.1185,4.079,2022-12-29
FDD43,9.959,Regular,0.021231,Canned,OUT019,1985,Small,Tier 1,Grocery Store,583.8505,3.1,2023-11-21
FDU26,10.34,LF,0.055417,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,1641.6651,3.4,2023-09-27
FDA23,10.56,Low Fat ,0.094496,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,5183.713,3.9,2022-06-14
NCK13,20.327,Low Fat ,0.083564,Health and Hygiene,OUT045,2002,,Tier 2,Supermarket Type1,9280.7915,3.7,2022-10-13
NCG52,17.459,low fat,0.049172,Household,OUT019,1985,Small,Tier 1,Grocery Store,3827.414,4.0,2023-03-15
FDC40,19.564,reg,0.025619,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,4088.7139,4.2,2022-01-19
NCH50,12.83,low fat,0.0,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,3283.422,3.825,2023-10-15
NCF14,7.281,Low Fat,0.0,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,4948.5076,4.2,2022-02-10
FDV48,7.014,LF,0.0,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,2622.9903,4.2,2023-11-21
FDB17,13.974,low fat,0.028973,Baking Goods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1992.5593,3.6,2022-04-21
FDC23,9.823,Low Fat,0.196571,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,8651.4158,4.07,2023-05-22
FDV41,10.991,low fat,0.018749,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.1597,4.8,2023-07-28
NCP21,,Low Fat,0.083644,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,2531.9784,3.914,2022-03-03
NCK13,,Low Fat,0.143467,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,3885.7221,4.1,2023-06-19
FDN42,7.836,LF,0.039971,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,3497.9163,4.1,2023-07-20
FDA28,15.501,Low Fat ,0.013658,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,1604.5419,4.2,2022-06-01
FDG38,8.202,low fat,0.0,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,610.8166,4.1,2022-10-25
FDQ13,17.802,Low Fat ,0.085819,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,1354.4166,4.2,2022-08-29
FDS38,7.113,reg,0.031241,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,2574.014,3.8,2022-12-01
DRE51,,low fat,0.069688,Soft Drinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,2211.4682,4.1,2022-02-21
NCW42,11.261,Low Fat,0.067652,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,2186.6765,4.3,2023-06-04
FDD54,,reg,0.048302,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,5024.724,4.4,2022-11-10
DRS53,14.269, Regular,0.044155,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,8632.0801,3.9,2023-12-09
FDH49,7.134,Low Fat ,0.053886,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2384.3488,3.4,2022-02-21
NCR51,,Low Fat ,0.060076,Health and Hygiene,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.4209,4.3,2023-05-27
FDP25,20.416,Low Fat,0.025612,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,7550.918,4.4,2022-10-23
NCS34,,LF,0.0,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,1833.1119,3.9,2023-07-09
FDP58,,Low Fat,0.055356,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,1583.5935,3.8,2023-02-06
NCJ23,9.852,LF,0.042048,Health and Hygiene,OUT049,1999,Medium,Tier 1,Supermarket Type1,2673.4137,4.321,2022-07-05
FDM56,15.795,Regular,0.024115,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,791.3866,4.218,2022-06-04
FDA46,11.742, Regular,0.165205,Dairy,OUT018,2009,Medium,Tier 3,Supermarket Type2,2477.4783,4.2,2022-09-12
DRJ26,,low fat,0.052921,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,1221.3328,3.5,2023-04-17
FDX11,20.914,low fat,0.042659,Starchy Foods,OUT019,1985,Small,Tier 1,Grocery Store,1136.2507,4.807,2022-04-12
NCV48,20.108,Low Fat,0.061858,Health and Hygiene,OUT010,1998,,Tier 3,Grocery Store,854.3525,3.536,2023-02-07
FDF26,8.315,Low Fat ,0.050374,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,3854.001,3.8,2023-07-23
FDJ23,5.352,Low Fat,0.050945,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,1919.2691,3.033,2022-11-09
FDP13,9.114,low fat,0.044539,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2229.9015,3.5,2022-02-03
FDR19,9.203,Low Fat ,0.017132,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,1335.5709,4.2,2023-02-23
NCE23,,LF,0.044592,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,3447.4197,4.1,2023-09-11
NCE16,5.286,Low Fat,0.053025,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,3311.2755,4.2,2022-10-13
DRB20,,Regular,0.073296,Hard Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.8655,4.0,2023-08-28
FDC32,17.342,low fat,0.032421,Breakfast,OUT013,1987,High,Tier 3,Supermarket Type1,2175.2009,3.9,2023-09-09
FDF35,,low fat,0.035218,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,6965.9469,3.8,2022-12-28
NCA49,12.998,Low Fat,0.135589,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,3365.643,3.8,2022-04-25
FDC35,16.165,Low Fat,0.046417,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1875.7235,4.302,2022-04-02
FDB23,20.641,Low Fat,0.017081,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,4780.7192,3.9,2023-01-12
FDV57,20.993,Low Fat,0.034066,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,737.1646,3.8,2022-04-16
FDS31,18.017,low fat,0.078459,Starchy Foods,OUT010,1998,,Tier 3,Grocery Store,3154.7591,4.5,2023-07-15
FDX50,13.256,Low Fat ,0.022012,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,3855.8875,4.1,2022-09-08
FDU56,18.417,LF,0.082526,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,947.798,3.8,2023-11-12
FDG44,7.943,Low Fat ,0.034616,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,3030.7261,4.9,2022-03-15
NCC22,8.567,low fat,0.094257,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,1627.3633,3.4,2023-05-16
FDN11,17.81,reg,0.163289,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,2217.0319,3.579,2022-01-14
FDM14,7.793,low fat,0.05474,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1473.7078,3.6,2023-12-25
FDG34,,Low Fat ,0.078147,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,6221.9077,3.775,2023-06-28
FDK57,8.216,reg,0.140935,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,2994.125,3.8,2022-08-02
FDN54,16.623,Regular,0.012711,Meat,OUT017,2007,,Tier 2,Supermarket Type1,2201.1267,4.5,2023-12-06
NCF48,16.253,low fat,0.058095,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,786.2815,3.9,2023-08-03
FDC47,,Regular,0.0,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,266.5131,4.2,2023-06-06
FDD50,5.864,Low Fat ,0.068875,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,1358.2901,3.7,2022-06-16
FDJ34,18.813,Low Fat ,0.085396,Canned,OUT045,2002,,Tier 2,Supermarket Type1,1569.2543,4.2,2023-02-25
FDY40,15.591,Low Fat ,0.022433,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,818.8141,4.0,2022-01-19
FDD30,12.386,Regular,0.074985,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,1055.4766,4.0,2023-05-19
FDJ33,,low fat,0.169041,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,653.5951,3.7,2022-10-02
FDJ33,,Low Fat ,0.025941,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,2963.9968,3.9,2023-12-31
FDV31,,Regular,0.048329,Breakfast,OUT017,2007,,Tier 2,Supermarket Type1,1863.6103,3.4,2023-08-19
FDV51,19.36, Regular,0.069598,Fruits and Vegetables,OUT010,1998,,Tier 3,Grocery Store,1242.3289,4.2,2022-04-18
DRG39,11.128, Regular,0.0,Hard Drinks,OUT045,2002,,Tier 2,Supermarket Type1,2981.6098,4.4,2022-01-03
FDB44,9.709,Low Fat ,0.141211,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,2787.1748,4.225,2022-03-09
FDM57,,Low Fat,0.046358,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,1866.8611,4.1,2022-01-05
FDH24,, Regular,0.053989,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,809.3585,3.8,2023-12-17
FDN35,20.499,LF,0.106695,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,4060.4503,3.8,2023-10-28
FDM13,12.125,LF,0.007868,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,1119.5538,3.916,2022-01-28
FDF22,6.651,reg,0.094619,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2332.9373,4.077,2022-02-19
FDF16,19.706,LF,0.022052,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,2266.2367,3.6,2023-06-23
NCX23,5.977,LF,0.117099,Household,OUT010,1998,,Tier 3,Grocery Store,204.0472,3.1,2022-12-25
DRW37,9.154,low fat,0.039762,Soft Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,639.3361,4.239,2022-02-27
FDV54,19.812,Low Fat ,0.036668,Canned,OUT017,2007,,Tier 2,Supermarket Type1,1159.4744,4.1,2023-09-26
NCD54,8.593,LF,0.024245,Household,OUT010,1998,,Tier 3,Grocery Store,1498.1174,4.4,2022-04-10
FDJ23,5.352,Low Fat,0.035492,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,2874.8251,3.8,2023-03-19
FDV38,,Regular,0.05841,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,1135.8999,3.9,2023-04-14
FDA34,12.908,Low Fat ,0.0,Canned,OUT035,2004,Small,Tier 2,Supermarket Type1,2167.1687,3.8,2022-02-04
FDD56,18.15, Regular,0.030973,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,2871.747,4.0,2022-01-05
FDY59,18.93,reg,0.033248,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1941.3167,4.3,2022-04-20
FDY22,17.995,LF,0.019656,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,4343.6577,4.2,2022-12-06
NCH44,,LF,0.055268,Others,OUT035,2004,Small,Tier 2,Supermarket Type1,1128.3453,3.7,2022-12-13
FDN26,13.151,Low Fat,0.176698,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,5308.1785,4.6,2023-05-22
FDC41,9.182,Regular,0.075029,Breads,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,4.3,2023-11-28
FDM49,11.914,LF,0.017739,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,1459.75,3.7,2022-07-26
FDM36,19.44,low fat,0.029544,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,1300.6359,3.8,2023-08-03
NCJ38,9.025,Low Fat,0.017873,Household,OUT017,2007,,Tier 2,Supermarket Type1,4888.2654,3.4,2022-01-01
FDR40,9.815,Regular,0.039592,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,2027.6784,3.723,2022-08-01
FDX55,,reg,0.116948,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1447.9985,4.2,2022-02-12
FDB58,17.531,Low Fat,0.071524,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2733.2547,3.6,2023-03-12
NCA31,11.841,low fat,0.075148,Household,OUT045,2002,,Tier 2,Supermarket Type1,4599.4019,3.7,2022-05-17
DRM59,6.384,low fat,0.04411,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,3666.2747,3.618,2022-11-13
FDH31,19.968,Regular,0.050787,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2773.0974,4.3,2022-01-09
DRN50,14.272,reg,0.168422,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2360.1692,3.9,2023-10-22
FDU12,19.02,reg,0.084108,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,2336.6438,4.3,2023-07-03
FDM46,18.768,LF,0.03096,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,5802.3825,4.1,2022-03-10
FDC57,8.606,low fat,0.033479,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,2084.7816,3.9,2023-12-01
FDU58,20.452,reg,0.04354,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1728.602,4.7,2023-01-27
FDP24,5.638,Low Fat ,0.029575,Starchy Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2001.1,3.9,2022-04-29
FDD31,17.566,LF,0.017875,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,3586.2981,4.6,2022-09-07
FDY52,16.724, Regular,0.064125,Meat,OUT017,2007,,Tier 2,Supermarket Type1,2447.2763,3.921,2022-06-27
FDU34,9.3,LF,0.037311,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,4150.0085,4.3,2023-03-03
FDY22,17.995,LF,0.050511,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,4275.427,4.7,2022-05-29
NCF26,16.877,LF,0.052504,Household,OUT045,2002,,Tier 2,Supermarket Type1,974.0491,3.716,2023-03-20
FDE37,4.89, Regular,0.015862,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,2517.9696,3.9,2023-04-24
FDE10,9.23,reg,0.0,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,3256.5625,4.4,2023-10-05
FDD52,20.203,reg,0.020459,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,3184.8458,4.7,2023-07-06
FDD53,12.491,Regular,0.026324,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,1599.6857,3.996,2023-09-27
DRX50,11.006,Low Fat ,0.095446,Hard Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,8165.2833,4.0,2023-11-11
FDS43,9.673,Low Fat,0.047698,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,1563.9906,3.9,2022-10-20
FDG54,19.473,Low Fat,0.024849,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,1731.5382,4.088,2023-09-29
FDK12,4.771,Low Fat ,0.092473,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,3109.0193,3.8,2023-06-13
FDW44,, Regular,0.06298,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,1216.2389,3.9,2022-09-05
NCW50,8.005,low fat,0.056072,Others,OUT035,2004,Small,Tier 2,Supermarket Type1,6816.1034,3.9,2023-11-12
DRP39,14.503,reg,0.050182,Hard Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2857.2489,4.1,2022-10-22
FDQ21,7.627,Low Fat ,0.093273,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,895.4864,4.6,2023-01-18
FDR21,4.843,Low Fat ,0.026115,Meat,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.8921,3.9,2023-05-15
FDQ45,7.219, Regular,0.040948,Frozen Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,1282.9891,4.4,2022-12-28
FDW15,5.699,low fat,0.045293,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,2410.4651,4.2,2023-11-11
FDQ30,,Regular,0.022924,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,2149.1977,4.1,2022-06-20
FDU39,9.03,low fat,0.181457,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,2145.6967,3.8,2022-04-30
FDS58,10.143,Regular,0.047217,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,2340.323,4.4,2022-08-05
FDU45,20.12,Low Fat,0.093657,Dairy,OUT010,1998,,Tier 3,Grocery Store,1117.7067,3.7,2023-02-24
FDC31,10.353,reg,0.021994,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2083.3048,4.07,2023-01-01
DRR46,21.165,Regular,0.018673,Hard Drinks,OUT019,1985,Small,Tier 1,Grocery Store,3267.7005,4.3,2022-10-05
FDN18,14.091, Regular,0.039952,Baking Goods,OUT035,2004,Small,Tier 2,Supermarket Type1,3567.1112,3.586,2023-05-20
FDM16,9.208,low fat,0.077692,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,3209.4402,4.1,2022-03-19
FDD23,12.959,Regular,0.022046,Baking Goods,OUT035,2004,Small,Tier 2,Supermarket Type1,3687.4089,4.0,2022-04-30
FDS55,20.22,Low Fat ,0.040674,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,1266.4814,4.0,2023-02-21
FDJ16,5.715,Low Fat ,0.036044,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,10306.5263,4.1,2022-04-05
DRX23,11.754,LF,0.016692,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,4274.4997,4.212,2022-01-23
FDD59,,Regular,0.026631,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,1405.7908,4.2,2022-03-19
NCB40,12.466,low fat,0.069364,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,545.9493,3.3,2022-07-21
FDF21,,reg,0.044317,Meat,OUT019,1985,Small,Tier 1,Grocery Store,581.9542,4.3,2022-05-18
FDA25,12.989,LF,0.062317,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,6278.3343,3.6,2023-12-04
NCB45,19.925,Low Fat ,0.028165,Household,OUT049,1999,Medium,Tier 1,Supermarket Type1,2324.6526,3.732,2023-03-24
FDC32,17.342,low fat,0.131175,Breakfast,OUT018,2009,Medium,Tier 3,Supermarket Type2,2522.2183,3.5,2023-09-24
FDA27,8.785,low fat,0.0,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,3519.4459,3.9,2022-10-27
FDY58,,Regular,0.041381,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,4098.9198,4.4,2022-05-01
FDA39,15.41,Low Fat,0.121672,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,3376.2193,3.8,2022-05-17
NCD48,14.802,Low Fat ,0.039759,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,4883.4428,4.0,2023-06-12
FDW21,6.03, Regular,0.091699,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,3571.2294,4.1,2023-09-02
FDP49,19.303,reg,0.055266,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1995.1472,3.3,2022-12-07
NCC42,4.717,Low Fat ,0.050177,Household,OUT013,1987,High,Tier 3,Supermarket Type1,7380.7603,4.4,2023-03-16
DRV17,7.224,low fat,0.039338,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,895.5705,4.0,2022-11-10
NCA18,7.4,Low Fat ,0.034994,Household,OUT035,2004,Small,Tier 2,Supermarket Type1,4258.791,3.7,2022-11-06
FDK10,16.604,LF,0.116272,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,1841.0503,4.099,2023-04-19
NCB59,20.433,Low Fat ,0.12107,Others,OUT046,1997,Small,Tier 1,Supermarket Type1,1761.1997,4.2,2023-09-28
FDK28,5.417,Regular,0.033565,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,889.7577,4.7,2022-08-04
FDY52,16.724,Regular,0.065926,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,1479.6356,3.8,2023-04-28
FDX17,,Regular,0.158545,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,9231.2782,4.0,2023-01-01
NCM19,20.634,low fat,0.030984,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.0418,4.3,2023-06-01
FDB23,20.641,LF,0.069191,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,2637.1609,3.9,2022-10-15
FDK18,,reg,0.041055,Baking Goods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1856.277,3.8,2023-02-09
FDW49,14.216,Regular,0.212041,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,3759.1672,4.1,2023-02-09
FDR40,9.815, Regular,0.078211,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,1129.209,4.1,2023-08-02
NCQ55,11.142,low fat,0.028942,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,3975.1557,4.2,2023-03-26
FDA26,20.21,Low Fat,0.104603,Baking Goods,OUT035,2004,Small,Tier 2,Supermarket Type1,1573.2589,3.7,2022-03-23
FDF38,15.633,LF,0.016604,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,1180.7921,3.0,2023-07-07
FDS10,16.316,Low Fat,0.0,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,5322.8948,3.298,2022-07-29
FDH20,,low fat,0.034974,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,6946.0603,4.2,2022-04-01
FDM53,11.94,low fat,0.035304,Meat,OUT035,2004,Small,Tier 2,Supermarket Type1,931.6498,3.69,2022-10-24
FDY38,11.241,low fat,0.022982,Breads,OUT019,1985,Small,Tier 1,Grocery Store,561.8855,4.2,2023-02-06
DRA37,,Low Fat ,0.065652,Hard Drinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,3501.0827,3.969,2023-01-15
FDX33,17.218,low fat,0.0,Breads,OUT035,2004,Small,Tier 2,Supermarket Type1,1761.433,4.2,2022-04-18
NCR51,12.717,LF,0.030572,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,1538.3592,3.9,2022-06-14
FDU45,,LF,0.079837,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,5121.621,3.8,2023-06-01
NCW29,8.441,Low Fat ,0.04346,Others,OUT017,2007,,Tier 2,Supermarket Type1,2148.2856,2.8,2023-04-07
FDB12,21.066,Low Fat ,0.020153,Starchy Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,3540.0345,3.9,2022-10-23
